year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
2011,01,31,,,,,-5.290,-36.760,  0.0,10, 0.0,-1,"C",,,"RN","A. do Rodrigues","(UFRN) varios"
2011,01,31,15,00,,,-3.070,-40.730,  0.0,10, 0.0,-1,"C",,,"CE","Granja","(UFRN) dist de Parazinho"
2011,02,03,18,26,44.00,,-22.130,-43.120,  0.0,30, 2.0,1,"I",,,"RJ","Tres Rios","(ESAR)"
2011,02,03,19,43,39.00,,-21.890,-41.420,  0.0,70, 2.5,1,"I",,,"RJ","Campo de Goytacazes","(ESAR)"
2011,02,14,18,58,,,-5.550,-35.660,  0.0,5, 2.1,1,"I",,,"RN","Taipu","(UFRN)"
2011,02,20,14,06,32.00,,-24.780,-45.030,  0.0,40, 2.4,1,"I",,,"SP","Plataforma continental","(ESAR)"
2011,02,26,22,51,31.00,,-13.720,-49.200,  0.0,7, 3.2,1,"R",,,"GO","Mara Rosa","(UnB; Carvalho etal.2020)"
2011,02,26,22,51,52.10,,-13.757,-49.156,  0.7,0, 3.4,1,"I",,,"GO","Estr. Norte; Mara Rosa","(UnB; Barros et al.2015)"
2011,02,27,07,41,,,-29.140,-51.100,  0.0,20, 3.1,1,"I",,,"RS","Caxias do Sul","(IPT)"
2011,03,02,19,16,56.00,,-11.810,-47.920,  0.0,95, 2.2,1,"I",,,"TO","Alianca do Tocantins","(UnB; Carvalho etal.2020)"
2011,03,02,19,17,16.00,,-11.450,-48.710,  0.0,20, 3.2,1,"R",,,"TO","Alianca do Tocantins","(UnB)"
2011,03,04,06,59,41.00,,-13.740,-49.160,  0.0,7, 3.3,1,"R",,,"GO","Estrela Norte","(UnB; Carvalho etal.2020)"
2011,03,04,06,59,41.40,,-13.755,-49.157,  1.8,0, 3.6,1,"I",,,"GO","Estr. Norte; Mara Rosa","(Barros etal.2015; UnB mag=3.7; IAG mag=3.5)"
2011,03,04,07,02,07.00,,-13.780,-49.210,  0.0,10, 2.8,1,"I",,,"GO","Estrela Norte","(UnB)"
2011,03,04,07,05,35.00,,-13.780,-49.210,  0.0,10, 3.1,1,"I",,,"GO","Estrela Norte","(UnB)"
2011,03,05,23,28,45.40,,-16.701,-43.883,  0.0,1, 3.3,1,"I",,,"MG","Montes Claros","(IAG; UnB) Lg relative epic and OT"
2011,03,09,12,02,55.00,,-15.730,-51.100,  0.0,20, 3.6,1,"I",,,"GO","Santa Fé de Goiás","(UnB;IAG)"
2011,03,12,15,48,,,-5.550,-35.660,  0.0,5, 2.6,1,"I",,,"RN","Taipu","(UFRN)"
2011,03,16,20,08,,,-8.260,-35.960,  0.0,5, 2.0,1,"I",,,"PE","Caruaru","(UFRN)"
2011,03,17,15,26,,,-8.260,-35.960,  0.0,5, 1.9,1,"I",,,"PE","Caruaru","(UFRN)"
2011,03,30,21,40,15.00,,-13.780,-49.150,  0.8,5, 1.4,5,"I",,,"GO","Mara Rosa","(UnB)"
2011,04,03,08,48,26.00,,-21.120,-44.930,  0.0,10, 1.9,5,"I",,,"MG","Ijaci","(UnB NO=5; IAG)"
2011,04,04,15,20,,,-3.500,-40.290,  0.0,10, 2.7,1,"I",,,"CE","Massapeh","(UFRN)"
2011,04,09,19,52,13.00,,-13.770,-49.150,  1.8,5, 1.5,5,"I",,,"GO","Mara Rosa","(UnB NO=9)"
2011,04,18,12,45,14.00,,-13.770,-49.170,  1.3,5, 1.9,5,"I",,,"GO","Mara Rosa","(UnB NO=15) vários"
2011,04,19,01,19,,,-3.630,-40.510,  0.0,5, 2.7,1,"I",,,"CE","Serra da Meruoca","(UFRN)"
2011,04,23,02,58,,,-3.500,-40.290,  0.0,10, 2.7,1,"I",,,"CE","Massapeh","(UFRN)"
2011,04,23,17,11,12.00,,-21.010,-44.960,  0.0,5, 1.7,5,"I",,,"MG","Ijaci","(UnB NO=6; IAG)"
2011,04,24,01,42,33.00,,-21.020,-44.920,  0.0,5, 1.3,5,"I",,,"MG","Ijaci","(UnB NO=6; IAG)"
2011,04,25,07,19,23.00,,-0.460,-19.980, 10.0,10, 4.7,0,"I",,,"PE","C.Mid Atl.Ridge","(USGS) perto F.Noronha"
2011,04,27,20,38,,,-28.210,-51.530,  0.0,20, 2.5,0,"I",,,"RS","Lagoa Vermelha","(IPT) detonacao?"
2011,04,30,08,16,21.00,,-11.120,-48.640,  0.0,9, 2.2,1,"I",,,"TO","Brejinho de Nazare","(UnB; Carvalho etal.2020) Mag??"
2011,04,30,08,16,22.00,,-11.170,-48.700,  0.0,30, 3.6,1,"R",,,"TO","Brejinho de Nazare","(UnB)"
2011,05,19,09,17,39.00,,-20.950,-44.980,  0.0,5, 1.5,5,"I",,,"MG","Ijaci","(UnB NO=7; IAG)  vários"
2011,05,21,19,51,04.00,,-24.090,-46.040,  0.0,40, 2.1,1,"I",,,"SP","Plataforma continental","(ESAR)"
2011,05,22,00,06,40.00,,-20.980,-44.960,  0.0,5, 1.6,5,"I",,,"MG","Ijaci","(UnB NO=7; IAG)"
2011,06,07,02,17,,,-8.240,-35.780,  0.0,10, 2.2,1,"I",,,"PE","Bezerros","(UFRN)"
2011,06,08,03,00,,,-8.230,-35.640,  0.0,20, 0.0,-1,"C",,,"PE","Gravatah","(UFRN) coord GRBR"
2011,06,19,07,09,20.00,,-14.690,-49.770,  0.0,20, 3.5,1,"I",,,"GO","Pilar de Goiás","(UnB NO=14;IAG)"
2011,06,24,11,58,57.00,,-21.430,-47.100,  0.0,100, 2.5,1,"I",,,"SP","Ribeirão Preto","(ESAR)"
2011,07,03,05,04,11.00,,-13.770,-49.110,  0.0,10, 2.4,1,"I",,,"GO","Estrela Norte","(UnB)"
2011,07,08,10,46,,,-6.120,-36.810,  0.0,5, 2.1,1,"I",,,"RN","Florania","(UFRN)"
2011,07,14,03,15,00.00,,-23.380,-45.660,  0.0,5, 2.4,1,"I","4",,"SP","Paraibuna","(IPT;ESAR;IAG)"
2011,07,19,05,52,,,-6.030,-35.770,  0.0,5, 1.0,5,"I",,,"RN","Serra Caiada","(UFRN)"
2011,07,20,17,53,18.00,,-21.090,-44.970,  0.0,5, 1.4,5,"I",,,"MG","Ijaci","(UnB NO=7; IAG) vários"
2011,07,24,21,57,,,-23.184,-45.101,  0.0,2, 2.1,1,"I","3-4",0.004000,"SP","Igaratah","(IPT)"
2011,07,27,18,25,50.00,,-22.180,-39.550,  0.0,50, 3.2,1,"I","3",,"RJ","Plataforma Continental","(IAG;ESAR)"
2011,08,01,06,18,35.00,,-25.050,-52.830,  0.0,30, 2.8,1,"I",,,"PR","Guaraniacu","(IAG;IPT)"
2011,08,08,13,53,,,-3.630,-40.510,  5.0,5, 3.0,1,"I",,,"CE","S.da Meruoca","(UFRN)"
2011,08,11,15,16,01.00,,-22.910,-44.170,  0.0,20, 2.1,1,"I",,,"RJ","NW de ESAR","(ESAR)"
2011,08,12,10,02,04.00,,-22.920,-44.170,  0.0,20, 2.4,1,"I",,,"RJ","NW de ESAR","(ESAR)"
2011,08,12,10,07,28.00,,-22.910,-44.170,  0.0,20, 2.3,1,"I",,,"RJ","NW de ESAR","(ESAR)"
2011,08,14,16,50,10.00,,-21.170,-44.950,  0.0,10, 3.2,1,"I",,,"MG","Ijaci; Funil","(UnB;IAG) Induzido?"
2011,08,18,21,14,54.00,,-30.440,-49.960,  0.0,50, 3.3,1,"I",,,"RS","Plataforma Continental","(IAG;IPT)"
2011,08,24,05,28,12.00,,-15.060,-44.290,  0.0,10, 2.3,1,"I",,,"MG","Caraibas","(UnB)"
2011,08,24,17,46,11.00,,-7.640,-74.510,145.0,10, 7.0,0,"E","2-3",,"AC","Northern Peru","(USGS) sentido AC-AM"
2011,09,02,13,47,11.00,,-28.420,-63.150,593.0,10, 6.7,0,"E","1-2",,"AR","Santiago del Estero","(USGS) sentido PR-RS-SP-DF-GO"
2011,09,06,19,41,,,-8.540,-37.690,  0.0,10, 0.0,-1,"C",,,"PE","Ibimirim","(UFRN) reg SABR"
2011,09,09,13,22,07.00,,-16.590,-43.900,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(UnB;IAG)"
2011,09,22,11,57,12.00,,-29.470,-50.080,  0.0,20, 2.6,1,"I",,,"RS","Maquineh","(IPT;IAG)"
2011,09,28,04,39,,,-29.470,-50.080,  0.0,20, 1.8,1,"I",,,"RS","Maquine","(IPT)"
2011,09,28,05,04,37.00,,-29.610,-50.240,  0.0,20, 2.2,1,"I",,,"RS","Maquineh","(IAG;IPT) serie de evts."
2011,10,01,01,40,04.00,,-25.170,-44.720,  0.0,50, 2.2,1,"I",,,"SP","Plataforma Continental","(ESAR)"
2011,10,04,14,01,31.00,,-22.870,-44.420,  0.0,10, 2.0,1,"I",,,"RJ","A norte de ESAR","(ESAR)"
2011,10,05,18,09,31.00,,-21.190,-44.950,  0.0,5, 2.6,1,"I",,,"MG","Ijaci Represa de Funil","(UnB NO=3) vários"
2011,10,06,11,12,29.00,,-24.180,-64.250, 10.0,10, 6.2,0,"E","1",,"AR","Jujuy","(USGS) sentido RS"
2011,10,09,15,00,,,-3.630,-40.510,  0.0,5, 0.0,-1,"C",,,"CE","Serra da Meruoca","(UFRN)"
2011,10,10,13,22,47.00,,-16.590,-43.900,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(UnB)"
2011,10,12,17,22,,,-5.540,-35.750,  0.0,5, 1.9,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,12,17,31,09.00,,-5.540,-35.750,  0.0,5, 2.3,1,"I",,,"RN","Joao Camara","(UFRN;IAG)"
2011,10,14,07,17,06.00,,-20.630,-45.760,  0.0,20, 2.8,1,"I",,,"MG","Santo Inacio","(IAG;ESAR;UNESP-RC;IPT)"
2011,10,17,23,24,,,-23.380,-45.660,  0.0,5, 2.6,1,"I","4",,"SP","Paraibuna","(IPT)"
2011,10,19,11,48,,,-5.540,-35.750,  0.0,5, 2.1,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,21,23,12,,,-5.540,-35.750,  0.0,5, 2.3,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,22,00,26,,,-5.540,-35.750,  0.0,5, 2.2,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,22,00,39,,,-5.540,-35.750,  0.0,5, 2.1,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,22,06,,,,-10.480,-51.760,  0.0,50, 3.0,4,"C","3-4",,"MT","Confresa","(www.acessenoticias.com.br) 03hs local"
2011,10,22,19,29,49.00,,-20.100,-43.940,  0.0,5, 3.4,1,"I","4-5",,"MG","Nova Lima","(IAG;UnB;ESAR;UNESP-RC)"
2011,10,23,10,17,,,-5.540,-35.750,  0.0,5, 2.6,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,23,10,29,,,-5.540,-35.750,  0.0,5, 2.2,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,10,24,12,38,,,-5.540,-35.750,  0.0,5, 2.8,1,"I",,,"RN","Joao Camara","(UFRN)"
2011,11,03,05,19,,,-3.630,-40.510,  5.0,5, 1.8,1,"I",,,"CE","S.da Meruoca","(UFRN) sentido"
2011,11,09,05,18,,,-3.460,-40.210,  0.0,10, 2.1,1,"I",,,"CE","Santana do Acarau","(UFRN)"
2011,11,09,09,33,,,-3.460,-40.210,  0.0,10, 1.9,1,"I",,,"CE","Santana do Acarau","(UFRN) sentido"
2011,11,13,07,39,27.00,,-21.290,-45.140,  0.0,40, 2.6,1,"I",,,"MG","Lavras","(ESAR)"
2011,11,19,04,03,19.00,,-21.300,-43.970,  0.0,40, 2.2,1,"I",,,"MG","Barbacena","(ESAR)"
2011,11,20,04,15,03.00,,-23.630,-44.920,  0.0,20, 2.2,1,"I",,,"SP","Plataforma Continental","(ESAR)"
2011,11,22,18,48,17.00,,-15.360,-65.130,556.0,10, 6.6,0,"E",,,"BO","Beni-Bolivia","(USGS)sentido SP-MG-DF-RO"
2011,11,23,07,09,16.00,,-21.200,-44.950,  0.0,10, 2.6,1,"I",,,"MG","Ijaci","(UnB;IAG)"
2011,11,23,19,33,,,-5.460,-36.100,  5.0,3, 2.0,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,12,03,15,49,,,-8.960,-40.470,  0.0,20, 3.3,1,"I","4-5",,"PE","Petrolina","(UFRN)"
2011,12,05,15,50,,,-5.470,-35.690,  0.0,10, 1.8,1,"I",,,"RN","Pureza","(UFRN)"
2011,12,06,07,45,28.00,,-14.320,-50.230,  0.0,20, 3.4,1,"I",,,"GO","Nova Crixás","(UnB; IAG)"
2011,12,11,16,53,,,-5.460,-36.100,  5.0,3, 1.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,12,11,16,55,,,-5.460,-36.100,  5.0,3, 2.0,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,12,15,05,19,,,-3.630,-40.510,  5.0,5, 2.0,1,"I",,,"CE","S.da Meruoca","(UFRN)"
2011,12,15,13,01,54.00,,-16.590,-40.700,  0.0,20, 3.6,4,"I","3-4",,"MG","Felisburgo; SA.Jacinto","(IAG;UnB)"
2011,12,16,03,22,,,-5.460,-36.100,  0.0,3, 2.1,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,12,17,16,53,,,-5.460,-36.100,  0.0,3, 1.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,12,17,16,55,,,-5.460,-36.100,  0.0,3, 2.0,1,"I",,,"RN","Pedra Preta","(UFRN)"
2011,12,18,18,55,48.00,,-29.300,-50.220,  0.0,40, 2.7,1,"I",,,"RS","Maquine","(IAG;IPT)"
2011,12,20,12,22,,,-16.590,-43.900,  0.0,30, 2.7,1,"I",,,"MG","Montes Claros?","(UnB;IAG)"
2011,12,25,08,05,27.00,,-13.000,-48.380,  0.0,20, 2.6,1,"I",,,"TO","Palmeirópolis","(UnB NO=6; IAG)"
2012,01,19,07,30,,,-8.240,-36.190,  0.0,5, 0.0,-1,"C",,,"PE","Caruaru","(UFRN)"
2012,01,22,07,10,38.00,,-13.840,-49.070,  1.0,5, 2.9,1,"I","3",,"GO","Mara Rosa","(UnB NO=10)"
2012,01,24,04,41,,,-3.630,-40.510,  5.0,5, 2.1,1,"I",,,"CE","S.da Meruoca","(UFRN)"
2012,02,13,13,30,,,-21.180,-49.190,  0.0,100, 0.0,-1,"D","4",,"SP","S.J.Itaguaçu; bólido?","(IAG) vários locais; BB19 n.r."
2012,02,02,03,12,49.00,,-10.030,-49.020,  0.0,30, 2.3,1,"I",,,"TO","25 km de Palmas","(UnB)"
2012,02,17,07,11,,,-3.000,-41.140,  0.0,20, 2.5,1,"I",,,"CE","Barroquinha","(UFRN)"
2012,02,17,10,49,,,-3.680,-39.870,  0.0,30, 0.0,-1,"D",,,"CE","Irauçuba","(UFRN) queda objeto espacial; reg NBMO"
2012,02,21,06,36,25.00,,-23.380,-45.660,  0.0,5, 3.3,1,"I",,,"SP","Paraibuna","(IAG;IPT)"
2012,02,24,21,50,21.00,,-12.050,-63.500,  0.0,100, 3.6,1,"I",,,"RO","S.Fco Guapore","(UnB SAML)"
2012,02,26,03,08,,,-5.470,-35.690,  0.0,10, 1.5,1,"I",,,"RN","Pureza","(UFRN)"
2012,03,10,18,26,,,-3.410,-33.950,  0.0,50, 2.3,1,"I",,,"RN","Plataf. Continental","(UFRN)"
2012,03,14,10,40,49.00,,-28.160,-48.130,  0.0,30, 3.1,1,"I",,,"SC","Plataf. Continental","(IAG;IPT)"
2012,03,18,03,14,,,-8.240,-36.000,  0.0,5, 2.1,1,"I",,,"PE","Caruaru","(UFRN)"
2012,03,20,18,06,,,-11.180,-40.470,  0.0,10, 0.0,-1,"C",,,"BA","Jacobina","(UFRN) reg NBPN; induzido por mina?"
2012,03,21,,,,,-8.240,-36.000,  0.0,5, 0.0,-1,"C",,,"PE","Caruaru","(UFRN)"
2012,03,21,09,51,33.00,,-13.420,-48.580,  0.0,10, 2.0,5,"I",,,"GO","Montividiu do Norte","(UnB NO=14)"
2012,03,23,15,31,26.00,,-23.280,-44.810,  0.0,10, 2.0,1,"I",,,"RJ","Plataf. Continental","(ON)"
2012,03,24,17,02,16.00,,-25.420,-44.650,  0.0,40, 2.7,1,"I",,,"SP","Plataf. Continental","(ON)"
2012,03,27,07,05,16.00,,-15.640,-54.320,  0.0,20, 3.1,1,"I",,,"MT","Primavera do Leste","(UnB)"
2012,03,28,14,15,,,-8.250,-36.160,  0.0,5, 2.6,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,28,23,53,,,-8.250,-36.160,  0.0,5, 2.6,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,29,00,22,,,-8.250,-36.160,  0.0,5, 1.8,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,29,00,24,,,-8.250,-36.160,  0.0,5, 1.8,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,29,17,15,,,-8.250,-36.160,  0.0,5, 3.1,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,03,31,16,09,53.00,,-13.450,-49.950,  0.0,30, 3.7,1,"I",,,"GO","S.Miguel Araguaia","(UnB)"
2012,03,31,16,22,23.00,,-6.100,-50.160,  0.0,20, 2.5,5,"I",,,"PA","Carajás detonação ???","(UnB NO=12)"
2012,04,02,04,47,30.00,,-16.590,-43.900,  0.0,10, 1.3,1,"I",,,"MG","Montes Claros","(IAG) sentido"
2012,04,02,05,21,16.00,,-16.590,-43.900,  0.0,10, 2.8,1,"I",,,"MG","Montes Claros","(IAG) sentido"
2012,04,02,07,19,33.00,,-16.590,-43.900,  0.0,10, 2.7,1,"I",,,"MG","Montes Claros","(IAG) sentido"
2012,04,02,18,01,46.00,,+0.820,-26.710, 10.0,10, 5.1,0,"E",,,"PE","C.M.Atl.Ridge","(USGS) prox.F.Noronha"
2012,04,12,05,11,49.00,,-9.780,-48.330,  0.0,20, 2.2,1,"I",,,"TO","Lajeado","(UnB)"
2012,04,15,18,04,,,-5.460,-36.100,  0.0,5, 2.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,04,20,19,33,,,-8.250,-36.160,  0.0,5, 2.2,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,04,21,,,,,-4.260,-38.930,  0.0,10, 0.0,-1,"C",,,"CE","Guramiranga","(UFRN)"
2012,04,21,06,35,,,-8.270,-35.920,  0.0,5, 0.0,-1,"I",,,"PE","Caruaru","(UFRN) nova area sismica"
2012,04,21,06,36,25.00,,-23.380,-45.660,  0.0,5, 3.2,1,"I",,,"SP","Paraibuna","(IAG;IPT)"
2012,04,22,,,,,-11.400,-41.800,  0.0,50, 2.8,1,"I",,,"BA","Lapão","(UnB)"
2012,04,23,09,28,47.00,,-23.410,-44.780,  0.0,10, 2.2,1,"I",,,"RJ","Plataforma continental","(ON)"
2012,04,24,01,34,13.00,,-13.770,-49.110,  0.0,10, 3.2,0,"I","3",,"GO","Estrela do Norte","(UnB;IAG)"
2012,04,25,,,,,-4.260,-38.930,  0.0,10, 0.0,-1,"C",,,"CE","Guramiranga","(UFRN)"
2012,04,26,08,46,,,-4.310,-37.930,  0.0,20, 2.0,1,"I",,,"CE","Beberibe","(UFRN)"
2012,04,26,,,,,-11.400,-41.800,  0.0,50, 0.0,1,"D",,,"BA","Lapão","(Conexão_Subterrânea-97) Colapso caverna"
2012,04,26,23,54,,,-5.460,-36.100,  0.0,5, 2.4,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,04,27,11,56,,,-8.180,-35.830,  0.0,5, 0.0,-1,"I",,,"PE","Bezerros","(UFRN) nova area sismica"
2012,05,01,08,48,,,-5.980,-37.870,  0.0,5, 2.7,1,"I",,,"RN","Umarizal","(UFRN;IAG)"
2012,05,02,13,51,,,-4.010,-39.100,  0.0,10, 2.1,1,"I",,,"CE","Pentecoste","(UFRN;IAG)sentido em Paramoti"
2012,05,06,00,03,07.00,,-26.220,-48.900,  0.0,1, 2.4,1,"I",,,"SC","Pirabeiraba","(IPT)"
2012,05,06,22,49,15.00,,-26.220,-48.900,  0.0,1, 2.0,1,"I",,,"SC","Pirabeiraba","(IPT)"
2012,05,08,04,09,,,-8.330,-36.200,  0.0,5, 2.2,1,"I",,,"PE","Sao Caetano","(UFRN) nova area sismica"
2012,05,09,,,,,-8.540,-36.180,  0.0,5, 0.0,-1,"I",,,"PE","Altinho","(UFRN) nova area"
2012,05,10,19,12,,,-7.910,-36.210,  0.0,5, 0.0,-1,"I",,,"PE","Sta. Cruz Capibaribe","(UFRN) nova area ou mesma de 1970?"
2012,05,17,10,50,31.00,,-13.770,-48.930,  0.0,5, 2.7,1,"I","3",,"GO","Mara Rosa","(UnB)"
2012,05,19,13,41,22.56,,-16.695,-43.885,  1.1,2, 4.0,1,"I","5-6",,"MG","Montes Claros","(IAG;UnB;USGS) rel.loc. P S wrt 12-09-12 hypoDD"
2012,05,19,13,44,35.00,,-16.730,-43.980,  0.0,10, 2.7,1,"I","3",,"MG","Montes Claros","(UnB)"
2012,05,19,15,49,35.00,,-16.700,-43.890,  0.0,10, 2.5,1,"D",,,"MG","Montes Claros","(IAG) explosao"
2012,05,19,16,44,36.00,,-16.700,-43.890,  0.0,5, 2.6,1,"I","3",,"MG","Montes Claros","(IAG;UnB)"
2012,05,20,05,10,14.00,,-16.730,-43.980,  0.0,10, 1.7,1,"I","2",,"MG","Montes Claros","(UnB)"
2012,05,20,19,32,39.00,,-16.700,-43.890,  0.0,5, 2.8,1,"I","4",,"MG","Montes Claros","(UnB;IAG)"
2012,05,22,17,09,06.00,,-16.700,-43.890,  0.0,5, 3.0,1,"I",,,"MG","Montes Claros","(UnB;IAG)"
2012,05,23,17,50,28.00,,+0.840,-27.640, 14.0,10, 5.3,1,"E",,,"PE","C.M.Atl.Ridge","(USGS) Arq.S.Pedro-SPaulo;F.Noronha"
2012,05,28,05,07,23.00,,-28.060,-63.080,588.0,10, 6.7,0,"E",,,"AR","Santiago Del Estero","(USGS) sentido PR I-II"
2012,06,10,10,38,19.00,,-25.400,-45.420,  0.0,40, 2.8,1,"I",,,"SP","Plataforma continental","(ON)"
2012,06,13,10,14,,,-5.430,-35.720,  0.0,5, 1.6,1,"I",,,"RN","Pureza","(UFRN)"
2012,06,18,02,50,,,-5.850,-36.930,  0.0,10, 1.3,1,"I",,,"RN","Barra do Assu","(UFRN)"
2012,06,19,14,35,50.00,,-22.330,-42.550,  0.0,40, 2.2,1,"I",,,"RJ","Nova Friburgo","(ON)"
2012,06,20,13,52,,,-5.460,-36.100,  0.0,3, 2.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,06,29,12,18,19.00,,-2.260,-49.350,  0.0,40, 3.6,1,"I","4-5",,"PA","Baiao","(UnB)"
2012,07,11,20,19,51.00,,-21.790,-41.440,  0.0,40, 2.5,1,"I",,,"RJ","Plataforma continental","(ON)"
2012,07,12,04,04,13.00,,-0.480,-19.830, 10.0,10, 5.0,1,"E",,,"PE","C.Mid-Atlantic Ridge","(USGS) Perto F.Noronha"
2012,07,14,06,40,16.00,,-29.370,-51.250,  0.0,10, 2.8,5,"I",,,"RS","ValeReal Caxias do Sul","(USP;IPT) MLv"
2012,07,17,22,32,,,-5.850,-36.930,  0.0,5, 1.7,1,"I",,,"RN","B. do Assu","(UFRN) sentido"
2012,07,19,14,59,07.00,,-15.380,-51.170,  0.0,20, 4.0,1,"I",,,"GO","Britânia","(UnB; IAG)"
2012,07,21,13,21,56.00,,-30.360,-53.460,  0.0,5, 0.9,1,"I","4",,"RS","Cacapava do Sul","(IAG) VilaProgresso 3evts."
2012,07,21,13,27,35.00,,-30.540,-53.600,  0.0,10, 2.4,1,"I",,,"RS","Caçapava do Sul","(USP;IPT)"
2012,07,28,12,49,28.00,,-15.430,-51.160,  0.0,20, 3.5,1,"I",,,"GO","Britânia","(UnB mR 3.8; USP mR 3.3)"
2012,08,02,07,14,,,-3.630,-40.510,  0.0,5, 2.9,1,"I",,,"CE","Serra da Meruoca","(UFRN;UnB)"
2012,08,02,07,41,,,-3.630,-40.510,  0.0,5, 2.2,1,"I",,,"CE","Serra da Meruoca","(UFRN)"
2012,08,03,16,43,12.00,,-16.730,-43.980,  0.0,10, 2.3,1,"I","3",,"MG","Montes Claros","(UnB NO=3)"
2012,08,07,16,09,,,-8.250,-36.160,  0.0,5, 2.2,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,08,07,20,27,,,-8.250,-36.160,  0.0,5, 2.2,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,08,16,14,14,30.00,,-0.330,-18.810, 10.0,10, 5.3,0,"I",,,"PE","C.Mid-Atl.Ridge","(USGS) Perto F.Noronha"
2012,08,17,00,12,10.00,,-0.330,-18.710, 10.0,10, 5.2,0,"I",,,"PE","C.Mid-Atl.Ridge","(USGS) Perto F.Noronha"
2012,09,11,23,05,,,-5.460,-36.100,  0.0,5, 2.7,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,09,12,18,06,,,-5.460,-36.100,  0.0,5, 3.0,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,09,12,23,56,45.68,,-16.704,-43.884,  0.5,1, 2.9,1,"I","4",,"MG","Montes Claros","(IAG;UnB) 9-sta local net; hypodd"
2012,09,14,22,10,04.00,,-19.950,-44.840,  0.0,100, 2.9,1,"I",,,"MG","Sao Goncalo do Parah","(IAG)"
2012,09,23,22,37,28.00,,-0.580,-19.910, 10.0,10, 4.8,0,"I",,,"PE","C.Mid-Atl.Ridge","(USGS) Perto F.Noronha"
2012,10,02,15,35,17.00,,-20.410,-44.020,  0.0,40, 2.3,1,"I",,,"MG","Pres. Bernardes","(ON)"
2012,10,03,04,52,,,-8.250,-36.160,  0.0,5, 2.7,1,"I",,,"PE","Sao Caetano","(UFRN)"
2012,10,04,16,38,,,-5.460,-36.100,  0.0,5, 1.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,10,06,22,52,,,-5.460,-36.100,  0.0,5, 2.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,10,10,08,15,,,-5.460,-36.100,  0.0,5, 1.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,10,10,16,16,,,-8.370,-35.840,  0.0,5, 2.3,1,"I",,,"PE","Bezerros","(UFRN)"
2012,10,11,10,08,,,-5.460,-36.100,  0.0,5, 2.0,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,10,16,08,44,,,-5.460,-36.100,  0.0,5, 1.8,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,10,17,16,21,48.00,,-16.650,-43.890,  0.0,10, 1.9,1,"I","2",,"MG","Montes Claros","(UnB)"
2012,10,23,20,28,,,-5.460,-36.100,  0.0,5, 1.5,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,10,24,12,20,26.00,,-24.280,-42.520,  0.0,40, 2.4,1,"I",,,"RJ","Plataforma continental","(ON)"
2012,11,07,09,13,,,-5.460,-36.100,  0.0,5, 2.1,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,11,15,03,03,15.00,,-16.703,-43.880,  2.0,1, 2.3,1,"I","4",,"MG","Montes Claros","(IAG;UnB) IAG local net"
2012,11,17,00,41,,,-5.520,-35.750,  0.0,5, 2.8,1,"I",,,"RN","Joao Camara","(UFRN)"
2012,11,18,13,28,,,-5.460,-36.100,  0.0,5, 2.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,11,21,12,59,,,-5.460,-36.100,  0.0,5, 1.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
2012,11,25,20,41,,,-5.460,-36.100,  0.0,5, 1.6,1,"I",,,"RN","Pedra Preta","(UFRN)"
